Salar,Ohno_annot_binary
XP_014047115.1,0
XP_014047116.1,0
XP_014047117.1,1
XP_014047121.1,0
XP_014047126.1,1
XP_014047127.1,0
XP_014047130.1,0
XP_014047131.1,0
XP_014047132.1,0
XP_014047135.1,0
XP_014047136.1,0
XP_014047138.1,0
XP_014047139.1,0
XP_014047144.1,0
XP_014047147.1,1
XP_014047148.1,0
XP_014047149.1,0
XP_014047157.1,0
XP_014047158.1,0
XP_014047159.1,0
XP_014047162.1,1
XP_014047164.1,0
XP_014047166.1,1
XP_014047167.1,1
XP_014047168.1,0
XP_014047170.1,0
XP_014047171.1,1
XP_014047176.1,0
XP_014047177.1,0
XP_014047180.1,0
XP_014047182.1,0
XP_014047184.1,0
XP_014047187.1,0
XP_014047190.1,1
XP_014047191.1,0
XP_014047194.1,0
XP_014047195.1,1
XP_014047199.1,1
XP_014047200.1,0
XP_014047202.1,1
XP_014047204.1,0
XP_014047208.1,0
XP_014047210.1,0
XP_014047211.1,1
XP_014047215.1,0
XP_014047216.1,0
XP_014047217.1,0
XP_014047221.1,0
XP_014047222.1,0
XP_014047224.1,0
XP_014047230.1,0
XP_014047232.1,0
XP_014047236.1,0
XP_014047241.1,1
XP_014047243.1,1
XP_014047244.1,1
XP_014047249.1,1
XP_014047255.1,0
XP_014047257.1,0
XP_014047261.1,1
XP_014047262.1,0
XP_014047263.1,1
XP_014047265.1,1
XP_014047269.1,0
XP_014047271.1,0
XP_014047272.1,0
XP_014047273.1,0
XP_014047275.1,1
XP_014047277.1,0
XP_014047279.1,1
XP_014047281.1,0
XP_014047283.1,0
XP_014047284.1,0
XP_014047285.1,0
XP_014047288.1,0
XP_014047290.1,0
XP_014047294.1,0
XP_014047303.1,0
XP_014047304.1,0
XP_014047307.1,0
XP_014047314.1,0
XP_014047332.1,0
XP_014047334.1,0
XP_014047335.1,1
XP_014047340.1,0
XP_014047341.1,1
XP_014047342.1,1
XP_014047344.1,0
XP_014047351.1,0
XP_014047352.1,0
XP_014047355.1,0
XP_014047359.1,0
XP_014047363.1,0
XP_014047364.1,0
XP_014047368.1,0
XP_014047374.1,0
XP_014047375.1,0
XP_014047376.1,0
XP_014047378.1,0
XP_014047386.1,0
XP_014047387.1,1
XP_014047389.1,0
XP_014047395.1,0
XP_014047396.1,0
XP_014047397.1,0
XP_014047407.1,1
XP_014047409.1,0
XP_014047410.1,0
XP_014047412.1,0
XP_014047413.1,0
XP_014047416.1,0
XP_014047419.1,0
XP_014047420.1,0
XP_014047421.1,0
XP_014047422.1,0
XP_014047423.1,0
XP_014047424.1,0
XP_014047426.1,0
XP_014047431.1,0
XP_014047433.1,0
XP_014047437.1,0
XP_014047439.1,0
XP_014047440.1,0
XP_014047441.1,0
XP_014047443.1,0
XP_014047447.1,0
XP_014047452.1,0
XP_014047455.1,0
XP_014047456.1,0
XP_014047457.1,0
XP_014047461.1,0
XP_014047463.1,0
XP_014047467.1,1
XP_014047470.1,0
XP_014047471.1,0
XP_014047477.1,0
XP_014047478.1,1
XP_014047480.1,0
XP_014047481.1,0
XP_014047484.1,0
XP_014047494.1,0
XP_014047496.1,0
XP_014047497.1,0
XP_014047499.1,1
XP_014047500.1,0
XP_014047501.1,0
XP_014047502.1,0
XP_014047507.1,0
XP_014047511.1,0
XP_014047515.1,0
XP_014047518.1,0
XP_014047521.1,0
XP_014047523.1,0
XP_014047526.1,0
XP_014047530.1,0
XP_014047531.1,0
XP_014047536.1,0
XP_014047537.1,0
XP_014047539.1,0
XP_014047540.1,0
XP_014047541.1,1
XP_014047542.1,0
XP_014047543.1,1
XP_014047544.1,0
XP_014047545.1,1
XP_014047547.1,0
XP_014047561.1,0
XP_014047562.1,1
XP_014047564.1,0
XP_014047569.1,0
XP_014047570.1,0
XP_014047571.1,0
XP_014047572.1,0
XP_014047573.1,0
XP_014047575.1,0
XP_014047577.1,0
XP_014047578.1,0
XP_014047579.1,1
XP_014047581.1,0
XP_014047582.1,0
XP_014047583.1,0
XP_014047585.1,0
XP_014047588.1,0
XP_014047593.1,0
XP_014047594.1,0
XP_014047596.1,0
XP_014047597.1,0
XP_014047605.1,0
XP_014047606.1,0
XP_014047608.1,0
XP_014047610.1,0
XP_014047611.1,0
XP_014047612.1,0
XP_014047613.1,0
XP_014047617.1,1
XP_014047619.1,0
XP_014047620.1,0
XP_014047622.1,1
XP_014047623.1,0
XP_014047624.1,0
XP_014047627.1,0
XP_014047629.1,0
XP_014047630.1,0
XP_014047631.1,0
XP_014047635.1,1
XP_014047636.1,0
XP_014047643.1,0
XP_014047646.1,0
XP_014047651.1,0
XP_014047652.1,0
XP_014047654.1,0
XP_014047655.1,1
XP_014047659.1,0
XP_014047660.1,0
XP_014047661.1,0
XP_014047663.1,0
XP_014047665.1,0
XP_014047667.1,0
XP_014047670.1,0
XP_014047671.1,1
XP_014047674.1,0
XP_014047676.1,0
XP_014047679.1,0
XP_014047681.1,0
XP_014047683.1,1
XP_014047694.1,0
XP_014047698.1,1
XP_014047701.1,0
XP_014047704.1,1
XP_014047705.1,1
XP_014047708.1,0
XP_014047709.1,0
XP_014047714.1,0
XP_014047717.1,1
XP_014047718.1,0
XP_014047719.1,0
XP_014047720.1,1
XP_014047727.1,1
XP_014047728.1,1
XP_014047729.1,0
XP_014047732.1,0
XP_014047734.1,1
XP_014047736.1,0
XP_014047737.1,0
XP_014047740.1,0
XP_014047741.1,0
XP_014047742.1,0
XP_014047744.1,0
XP_014047745.1,0
XP_014047747.1,0
XP_014047749.1,0
XP_014047750.1,1
XP_014047751.1,0
XP_014047752.1,1
XP_014047753.1,0
XP_014047755.1,0
XP_014047756.1,0
XP_014047758.1,1
XP_014047762.1,0
XP_014047765.1,0
XP_014047766.1,0
XP_014047767.1,0
XP_014047769.1,1
XP_014047770.1,0
XP_014047774.1,0
XP_014047776.1,0
XP_014047777.1,0
XP_014047781.1,0
XP_014047783.1,0
XP_014047788.1,1
XP_014047790.1,0
XP_014047794.1,0
XP_014047795.1,0
XP_014047796.1,0
XP_014047797.1,0
XP_014047803.1,0
XP_014047805.1,0
XP_014047808.1,0
XP_014047809.1,0
XP_014047811.1,0
XP_014047812.1,0
XP_014047813.1,0
XP_014047816.1,0
XP_014047820.1,1
XP_014047821.1,1
XP_014047822.1,1
XP_014047827.1,1
XP_014047828.1,1
XP_014047832.1,1
XP_014047833.1,1
XP_014047835.1,0
XP_014047837.1,0
XP_014047838.1,0
XP_014047841.1,0
XP_014047842.1,0
XP_014047848.1,0
XP_014047850.1,0
XP_014047851.1,0
XP_014047854.1,0
XP_014047855.1,0
XP_014047856.1,0
XP_014047857.1,0
XP_014047858.1,0
XP_014047859.1,0
XP_014047860.1,0
XP_014047861.1,0
XP_014047864.1,0
XP_014047865.1,0
XP_014047882.1,0
XP_014047884.1,0
XP_014047888.1,0
XP_014047895.1,0
XP_014047906.1,0
XP_014047908.1,0
XP_014047909.1,0
XP_014047910.1,0
XP_014047912.1,0
XP_014047920.1,1
XP_014047923.1,1
XP_014047926.1,0
XP_014047931.1,1
XP_014047934.1,1
XP_014047935.1,0
XP_014047941.1,1
XP_014047942.1,0
XP_014047946.1,1
XP_014047948.1,1
XP_014047951.1,0
XP_014047956.1,1
XP_014047957.1,1
XP_014047961.1,1
XP_014047963.1,0
XP_014047966.1,1
XP_014047969.1,1
XP_014047970.1,0
XP_014047974.1,1
XP_014047977.1,0
XP_014047979.1,0
XP_014047982.1,1
XP_014047983.1,1
XP_014047984.1,1
XP_014047985.1,0
XP_014047986.1,0
XP_014047987.1,0
XP_014047988.1,0
XP_014047989.1,0
XP_014047991.1,0
XP_014047995.1,1
XP_014047996.1,1
XP_014047999.1,1
XP_014048000.1,1
XP_014048002.1,1
XP_014048003.1,1
XP_014048005.1,1
XP_014048009.1,0
XP_014048015.1,0
XP_014048017.1,0
XP_014048018.1,0
XP_014048020.1,0
XP_014048021.1,0
XP_014048022.1,1
XP_014048023.1,1
XP_014048029.1,1
XP_014048030.1,0
XP_014048032.1,1
XP_014048033.1,1
XP_014048038.1,1
XP_014048039.1,0
XP_014048041.1,0
XP_014048042.1,0
XP_014048043.1,0
XP_014048045.1,1
XP_014048046.1,1
XP_014048047.1,0
XP_014048048.1,0
XP_014048051.1,0
XP_014048052.1,0
XP_014048053.1,0
XP_014048056.1,0
XP_014048063.1,0
XP_014048065.1,0
XP_014048066.1,0
XP_014048069.1,0
XP_014048070.1,0
XP_014048072.1,0
XP_014048074.1,0
XP_014048075.1,0
XP_014048076.1,1
XP_014048079.1,0
XP_014048090.1,0
XP_014048092.1,1
XP_014048094.1,0
XP_014048095.1,1
XP_014048097.1,0
XP_014048098.1,1
XP_014048099.1,1
XP_014048102.1,1
XP_014048105.1,0
XP_014048107.1,0
XP_014048108.1,0
XP_014048109.1,0
XP_014048110.1,0
XP_014048111.1,0
XP_014048113.1,0
XP_014048116.1,0
XP_014048123.1,1
XP_014048124.1,0
XP_014048125.1,1
XP_014048126.1,0
XP_014048128.1,0
XP_014048129.1,1
XP_014048130.1,1
XP_014048132.1,0
XP_014048136.1,0
XP_014048140.1,0
XP_014048141.1,0
XP_014048142.1,0
XP_014048146.1,0
XP_014048147.1,0
XP_014048148.1,0
XP_014048149.1,0
XP_014048151.1,1
XP_014048153.1,0
XP_014048154.1,0
XP_014048157.1,0
XP_014048162.1,1
XP_014048167.1,1
XP_014048168.1,0
XP_014048170.1,0
XP_014048174.1,0
XP_014048175.1,0
XP_014048180.1,0
XP_014048182.1,1
XP_014048187.1,1
XP_014048189.1,1
XP_014048191.1,0
XP_014048192.1,0
XP_014048193.1,0
XP_014048195.1,0
XP_014048198.1,0
XP_014048199.1,0
XP_014048200.1,0
XP_014048201.1,0
XP_014048203.1,1
XP_014048204.1,0
XP_014048210.1,0
XP_014048211.1,1
XP_014048213.1,0
XP_014048218.1,0
XP_014048223.1,0
XP_014048226.1,0
XP_014048227.1,0
XP_014048228.1,1
XP_014048230.1,0
XP_014048231.1,0
XP_014048233.1,0
XP_014048234.1,0
XP_014048235.1,0
XP_014048237.1,0
XP_014048239.1,0
XP_014048240.1,0
XP_014048241.1,0
XP_014048242.1,0
XP_014048245.1,0
XP_014048247.1,0
XP_014048249.1,0
XP_014048251.1,0
XP_014048254.1,0
XP_014048255.1,0
XP_014048256.1,0
XP_014048257.1,1
XP_014048258.1,0
XP_014048262.1,1
XP_014048263.1,0
XP_014048264.1,0
XP_014048265.1,1
XP_014048268.1,0
XP_014048272.1,1
XP_014048273.1,0
XP_014048274.1,1
XP_014048275.1,1
XP_014048279.1,1
XP_014048282.1,0
XP_014048285.1,0
XP_014048287.1,0
XP_014048289.1,0
XP_014048292.1,1
XP_014048293.1,1
XP_014048295.1,1
XP_014048300.1,0
XP_014048301.1,0
XP_014048303.1,0
XP_014048306.1,0
XP_014048307.1,0
XP_014048308.1,0
XP_014048309.1,0
XP_014048310.1,1
XP_014048311.1,1
XP_014048313.1,1
XP_014048314.1,0
XP_014048316.1,0
XP_014048319.1,1
XP_014048320.1,0
XP_014048323.1,0
XP_014048324.1,0
XP_014048326.1,0
XP_014048328.1,0
XP_014048329.1,0
XP_014048330.1,0
XP_014048331.1,0
XP_014048332.1,0
XP_014048333.1,0
XP_014048336.1,0
XP_014048340.1,0
XP_014048341.1,0
XP_014048343.1,0
XP_014048344.1,0
XP_014048348.1,0
XP_014048349.1,0
XP_014048350.1,0
XP_014048351.1,0
XP_014048359.1,0
XP_014048360.1,0
XP_014048367.1,0
XP_014048368.1,0
XP_014048369.1,0
XP_014048370.1,0
XP_014048371.1,0
XP_014048376.1,0
XP_014048377.1,0
XP_014048378.1,0
XP_014048379.1,0
XP_014048382.1,0
XP_014048384.1,0
XP_014048386.1,0
XP_014048388.1,0
XP_014048393.1,0
XP_014048395.1,0
XP_014048396.1,0
XP_014048399.1,1
XP_014048401.1,0
XP_014048411.1,0
XP_014048412.1,0
XP_014048414.1,1
XP_014048419.1,1
XP_014048427.1,0
XP_014048428.1,0
XP_014048429.1,1
XP_014048430.1,0
XP_014048432.1,0
XP_014048433.1,0
XP_014048434.1,0
XP_014048445.1,1
XP_014048446.1,0
XP_014048447.1,0
XP_014048448.1,0
XP_014048449.1,0
XP_014048450.1,0
XP_014048451.1,0
XP_014048452.1,0
XP_014048453.1,0
XP_014048454.1,0
XP_014048455.1,0
XP_014048456.1,0
XP_014048457.1,0
XP_014048458.1,0
XP_014048462.1,0
XP_014048464.1,0
XP_014048465.1,0
XP_014048468.1,0
XP_014048470.1,1
XP_014048473.1,1
XP_014048474.1,1
XP_014048475.1,0
XP_014048476.1,0
XP_014048479.1,1
XP_014048480.1,0
XP_014048481.1,1
XP_014048488.1,1
XP_014048489.1,1
XP_014048495.1,1
XP_014048498.1,0
XP_014048499.1,1
XP_014048503.1,0
XP_014048504.1,0
XP_014048506.1,0
XP_014048507.1,1
XP_014048508.1,1
XP_014048509.1,1
XP_014048512.1,0
XP_014048513.1,1
XP_014048514.1,0
XP_014048515.1,1
XP_014048516.1,0
XP_014048517.1,0
XP_014048518.1,1
XP_014048519.1,1
XP_014048526.1,1
XP_014048527.1,0
XP_014048529.1,0
XP_014048531.1,0
XP_014048532.1,1
XP_014048536.1,1
XP_014048537.1,1
XP_014048539.1,1
XP_014048540.1,1
XP_014048542.1,0
XP_014048544.1,1
XP_014048546.1,0
XP_014048550.1,0
XP_014048551.1,0
XP_014048552.1,0
XP_014048558.1,0
XP_014048559.1,0
XP_014048560.1,0
XP_014048564.1,0
XP_014048570.1,0
XP_014048572.1,0
XP_014048573.1,0
XP_014048575.1,0
XP_014048576.1,0
XP_014048577.1,1
XP_014048580.1,0
XP_014048581.1,1
XP_014048583.1,1
XP_014048585.1,0
XP_014048586.1,0
XP_014048587.1,1
XP_014048588.1,0
XP_014048589.1,1
XP_014048591.1,0
XP_014048592.1,0
XP_014048593.1,0
XP_014048594.1,1
XP_014048595.1,0
XP_014048596.1,0
XP_014048597.1,0
XP_014048598.1,0
XP_014048600.1,0
XP_014048601.1,0
XP_014048602.1,0
XP_014048603.1,0
XP_014048605.1,0
XP_014048606.1,0
XP_014048613.1,1
XP_014048622.1,1
XP_014048623.1,0
XP_014048631.1,0
XP_014048632.1,0
XP_014048634.1,0
XP_014048635.1,0
XP_014048636.1,1
XP_014048637.1,0
XP_014048638.1,1
XP_014048639.1,1
XP_014048641.1,0
XP_014048642.1,0
XP_014048643.1,0
XP_014048644.1,0
XP_014048645.1,0
XP_014048646.1,0
XP_014048647.1,0
XP_014048649.1,1
XP_014048651.1,0
XP_014048668.1,0
XP_014048669.1,0
XP_014048674.1,0
XP_014048675.1,0
XP_014048678.1,0
XP_014048679.1,1
XP_014048680.1,1
XP_014048682.1,0
XP_014048683.1,0
XP_014048686.1,0
XP_014048687.1,0
XP_014048689.1,0
XP_014048690.1,0
XP_014048692.1,0
XP_014048697.1,0
XP_014048706.1,0
XP_014048707.1,0
XP_014048708.1,0
XP_014048709.1,0
XP_014048710.1,0
XP_014048713.1,0
XP_014048720.1,0
XP_014048721.1,0
XP_014048722.1,0
XP_014048725.1,1
XP_014048726.1,1
XP_014048729.1,0
XP_014048731.1,0
XP_014048733.1,0
XP_014048734.1,0
XP_014048738.1,0
XP_014048741.1,0
XP_014048746.1,1
XP_014048747.1,1
XP_014048748.1,1
XP_014048749.1,0
XP_014048750.1,1
XP_014048754.1,1
XP_014048760.1,0
XP_014048761.1,1
XP_014048762.1,1
XP_014048763.1,0
XP_014048764.1,1
XP_014048765.1,0
XP_014048766.1,1
XP_014048776.1,0
XP_014048779.1,0
XP_014048780.1,0
XP_014048787.1,0
XP_014048788.1,1
XP_014048793.1,0
XP_014048797.1,1
XP_014048800.1,0
XP_014048803.1,1
XP_014048804.1,1
XP_014048808.1,0
XP_014048813.1,1
XP_014048814.1,1
XP_014048815.1,1
XP_014048818.1,1
XP_014048819.1,0
XP_014048820.1,1
XP_014048822.1,1
XP_014048824.1,0
XP_014048825.1,1
XP_014048826.1,1
XP_014048830.1,0
XP_014048832.1,0
XP_014048834.1,0
XP_014048835.1,0
XP_014048837.1,0
XP_014048840.1,0
XP_014048846.1,0
XP_014048848.1,0
XP_014048849.1,0
XP_014048850.1,0
XP_014048854.1,1
XP_014048855.1,1
XP_014048858.1,0
XP_014048860.1,1
XP_014048861.1,1
XP_014048863.1,1
XP_014048865.1,1
XP_014048870.1,1
XP_014048872.1,0
XP_014048876.1,0
XP_014048878.1,0
XP_014048879.1,0
XP_014048880.1,0
XP_014048881.1,1
XP_014048888.1,0
XP_014048889.1,0
XP_014048890.1,0
XP_014048891.1,0
XP_014048892.1,0
XP_014048893.1,0
XP_014048895.1,0
XP_014048896.1,0
XP_014048897.1,0
XP_014048898.1,0
XP_014048899.1,0
XP_014048901.1,0
XP_014048907.1,0
XP_014048908.1,0
XP_014048909.1,0
XP_014048912.1,0
XP_014048913.1,0
XP_014048914.1,0
XP_014048915.1,1
XP_014048916.1,1
XP_014048917.1,1
XP_014048918.1,0
XP_014048922.1,1
XP_014048924.1,0
XP_014048928.1,1
XP_014048931.1,1
XP_014048938.1,1
XP_014048939.1,0
XP_014048942.1,0
XP_014048945.1,0
XP_014048947.1,1
XP_014048950.1,0
XP_014048951.1,0
XP_014048959.1,0
XP_014048960.1,0
XP_014048963.1,0
XP_014048964.1,1
XP_014048965.1,0
XP_014048970.1,1
XP_014048973.1,1
XP_014048977.1,0
XP_014048978.1,1
XP_014048979.1,0
XP_014048982.1,0
XP_014048985.1,1
XP_014048988.1,1
XP_014048989.1,0
XP_014048992.1,0
XP_014048993.1,0
XP_014048997.1,1
XP_014049002.1,0
XP_014049003.1,1
XP_014049005.1,0
XP_014049009.1,1
XP_014049015.1,0
XP_014049017.1,0
XP_014049018.1,1
XP_014049020.1,1
XP_014049021.1,1
XP_014049022.1,0
XP_014049023.1,0
XP_014049024.1,1
XP_014049025.1,1
XP_014049026.1,0
XP_014049028.1,1
XP_014049029.1,0
XP_014049030.1,0
XP_014049031.1,0
XP_014049032.1,0
XP_014049033.1,0
XP_014049034.1,0
XP_014049035.1,0
XP_014049036.1,0
XP_014049037.1,0
XP_014049038.1,0
XP_014049041.1,0
XP_014049042.1,0
XP_014049043.1,0
XP_014049044.1,1
XP_014049046.1,1
XP_014049047.1,0
XP_014049050.1,1
XP_014049055.1,0
XP_014049067.1,0
XP_014049068.1,1
XP_014049069.1,0
XP_014049071.1,0
XP_014049075.1,0
XP_014049077.1,0
XP_014049080.1,1
XP_014049081.1,0
XP_014049084.1,0
XP_014049085.1,1
XP_014049092.1,0
XP_014049094.1,0
XP_014049095.1,0
XP_014049097.1,0
XP_014049098.1,0
XP_014049100.1,0
XP_014049101.1,0
XP_014049103.1,0
XP_014049104.1,1
XP_014049106.1,0
XP_014049107.1,1
XP_014049109.1,1
XP_014049110.1,0
XP_014049114.1,0
XP_014049116.1,1
XP_014049121.1,0
XP_014049123.1,0
XP_014049124.1,0
XP_014049127.1,0
XP_014049128.1,0
XP_014049130.1,0
XP_014049131.1,1
XP_014049132.1,1
XP_014049133.1,0
XP_014049134.1,1
XP_014049136.1,0
XP_014049138.1,0
XP_014049139.1,0
XP_014049140.1,0
XP_014049141.1,0
XP_014049142.1,0
XP_014049143.1,0
XP_014049146.1,0
XP_014049147.1,0
XP_014049148.1,0
XP_014049149.1,0
XP_014049150.1,0
XP_014049151.1,0
XP_014049152.1,0
XP_014049154.1,0
XP_014049156.1,0
XP_014049157.1,0
XP_014049159.1,0
XP_014049160.1,0
XP_014049161.1,0
XP_014049162.1,0
XP_014049163.1,0
XP_014049165.1,0
XP_014049168.1,0
XP_014049169.1,0
XP_014049170.1,0
XP_014049173.1,0
XP_014049174.1,0
XP_014049175.1,0
XP_014049178.1,0
XP_014049181.1,0
XP_014049182.1,1
XP_014049184.1,0
XP_014049185.1,0
XP_014049186.1,0
XP_014049187.1,0
XP_014049188.1,0
XP_014049189.1,0
XP_014049191.1,0
XP_014049193.1,0
XP_014049195.1,0
XP_014049197.1,0
XP_014049199.1,0
XP_014049202.1,0
XP_014049205.1,1
XP_014049206.1,0
XP_014049213.1,0
XP_014049214.1,0
XP_014049216.1,0
XP_014049217.1,0
XP_014049218.1,0
XP_014049222.1,0
XP_014049225.1,0
XP_014049226.1,0
XP_014049229.1,0
XP_014049231.1,0
XP_014049232.1,0
XP_014049233.1,0
XP_014049235.1,0
XP_014049236.1,0
XP_014049238.1,0
XP_014049239.1,0
XP_014049243.1,0
XP_014049247.1,0
XP_014049250.1,0
XP_014049251.1,0
XP_014049254.1,0
XP_014049255.1,1
XP_014049259.1,0
XP_014049260.1,0
XP_014049262.1,0
XP_014049264.1,0
XP_014049265.1,0
XP_014049266.1,0
XP_014049281.1,0
XP_014049297.1,1
XP_014049302.1,0
XP_014049304.1,0
XP_014049308.1,0
XP_014049309.1,0
XP_014049311.1,0
XP_014049312.1,0
XP_014049317.1,0
XP_014049319.1,0
XP_014049323.1,0
XP_014049325.1,0
XP_014049328.1,0
XP_014049329.1,0
XP_014049330.1,0
XP_014049332.1,0
XP_014049333.1,0
XP_014049334.1,0
XP_014049336.1,0
XP_014049340.1,0
XP_014049344.1,0
XP_014049345.1,0
XP_014049346.1,1
XP_014049348.1,0
XP_014049349.1,0
XP_014049350.1,0
XP_014049351.1,0
XP_014049352.1,0
XP_014049353.1,0
XP_014049356.1,1
XP_014049357.1,0
XP_014049358.1,0
XP_014049359.1,0
XP_014049360.1,0
XP_014049363.1,0
XP_014049366.1,0
XP_014049367.1,0
XP_014049368.1,0
XP_014049371.1,0
XP_014049372.1,0
XP_014049373.1,1
XP_014049374.1,0
XP_014049377.1,0
XP_014049382.1,0
XP_014049389.1,0
XP_014049392.1,0
XP_014049402.1,0
XP_014049403.1,0
XP_014049404.1,0
XP_014049407.1,0
XP_014049410.1,0
XP_014049411.1,0
XP_014049413.1,0
XP_014049415.1,0
XP_014049417.1,0
XP_014049418.1,0
XP_014049421.1,0
XP_014049424.1,0
XP_014049425.1,0
XP_014049426.1,0
XP_014049428.1,0
XP_014049429.1,0
XP_014049430.1,0
XP_014049431.1,0
XP_014049434.1,0
XP_014049435.1,0
XP_014049436.1,0
XP_014049437.1,0
XP_014049438.1,0
XP_014049439.1,0
XP_014049440.1,0
XP_014049441.1,0
XP_014049442.1,0
XP_014049443.1,0
XP_014049444.1,1
XP_014049445.1,0
XP_014049446.1,0
XP_014049448.1,0
XP_014049450.1,0
XP_014049451.1,0
XP_014049454.1,0
XP_014049457.1,0
XP_014049458.1,0
XP_014049459.1,0
XP_014049461.1,0
XP_014049463.1,0
XP_014049464.1,0
XP_014049469.1,0
XP_014049470.1,0
XP_014049473.1,0
XP_014049474.1,0
XP_014049475.1,0
XP_014049477.1,0
XP_014049479.1,0
XP_014049483.1,0
XP_014049484.1,0
XP_014049485.1,0
XP_014049486.1,0
XP_014049488.1,0
XP_014049491.1,0
XP_014049492.1,0
XP_014049494.1,0
XP_014049495.1,0
XP_014049496.1,0
XP_014049497.1,0
XP_014049501.1,0
XP_014049502.1,0
XP_014049503.1,0
XP_014049504.1,0
XP_014049505.1,0
XP_014049508.1,0
XP_014049510.1,0
XP_014049512.1,0
XP_014049514.1,0
XP_014049515.1,0
XP_014049523.1,0
XP_014049524.1,0
XP_014049525.1,0
XP_014049526.1,0
XP_014049531.1,0
XP_014049532.1,0
XP_014049533.1,0
XP_014049537.1,0
XP_014049538.1,1
XP_014049539.1,1
XP_014049540.1,0
XP_014049547.1,0
XP_014049549.1,0
XP_014049550.1,0
XP_014049551.1,0
XP_014049552.1,0
XP_014049553.1,0
XP_014049558.1,0
XP_014049559.1,0
XP_014049560.1,0
XP_014049565.1,0
XP_014049566.1,0
XP_014049567.1,0
XP_014049569.1,0
XP_014049570.1,0
XP_014049571.1,0
XP_014049572.1,0
XP_014049574.1,0
XP_014049576.1,0
XP_014049577.1,0
XP_014049578.1,0
XP_014049579.1,0
XP_014049581.1,0
XP_014049582.1,0
XP_014049584.1,0
XP_014049585.1,0
XP_014049588.1,0
XP_014049589.1,0
XP_014049590.1,0
XP_014049591.1,0
XP_014049593.1,0
XP_014049594.1,0
XP_014049597.1,0
XP_014049598.1,0
XP_014049599.1,0
XP_014049600.1,0
XP_014049601.1,0
XP_014049602.1,0
XP_014049603.1,0
XP_014049606.1,0
XP_014049607.1,0
XP_014049608.1,0
XP_014049609.1,0
XP_014049612.1,0
XP_014049613.1,0
XP_014049618.1,0
XP_014049620.1,0
XP_014049621.1,0
XP_014049623.1,0
XP_014049624.1,0
XP_014049625.1,0
XP_014049626.1,0
XP_014049629.1,0
XP_014049630.1,0
XP_014049631.1,0
XP_014049635.1,0
XP_014049636.1,0
XP_014049644.1,0
XP_014049645.1,0
XP_014049648.1,0
XP_014049660.1,0
XP_014049664.1,0
XP_014049666.1,0
XP_014049667.1,0
XP_014049668.1,0
XP_014049669.1,0
XP_014049670.1,0
XP_014049671.1,0
XP_014049676.1,0
XP_014049677.1,0
XP_014049679.1,0
XP_014049680.1,0
XP_014049681.1,0
XP_014049684.1,0
XP_014049685.1,0
XP_014049686.1,0
XP_014049687.1,0
XP_014049690.1,0
XP_014049691.1,0
XP_014049692.1,0
XP_014049695.1,0
XP_014049696.1,0
XP_014049697.1,0
XP_014049698.1,0
XP_014049699.1,0
XP_014049700.1,0
XP_014049702.1,0
XP_014049703.1,0
XP_014049704.1,0
XP_014049706.1,0
XP_014049707.1,0
XP_014049709.1,0
XP_014049710.1,0
XP_014049713.1,0
XP_014049714.1,0
XP_014049715.1,0
XP_014049716.1,0
XP_014049719.1,0
XP_014049721.1,0
XP_014049722.1,0
XP_014049724.1,0
XP_014049725.1,0
XP_014049726.1,0
XP_014049729.1,0
XP_014049732.1,0
XP_014049735.1,0
XP_014049737.1,0
XP_014049739.1,0
XP_014049740.1,0
XP_014049742.1,0
XP_014049746.1,0
XP_014049747.1,0
XP_014049749.1,0
XP_014049750.1,0
XP_014049751.1,0
XP_014049756.1,0
XP_014049757.1,0
XP_014049767.1,0
XP_014049769.1,0
XP_014049771.1,0
XP_014049772.1,0
XP_014049773.1,0
XP_014049774.1,0
XP_014049775.1,0
XP_014049778.1,0
XP_014049779.1,0
XP_014049780.1,0
XP_014049783.1,0
XP_014049784.1,0
XP_014049785.1,0
XP_014049787.1,0
XP_014049790.1,0
XP_014049791.1,0
XP_014049792.1,0
XP_014049794.1,0
XP_014049795.1,0
XP_014049796.1,0
XP_014049798.1,0
XP_014049799.1,0
XP_014049800.1,0
XP_014049801.1,0
XP_014049802.1,0
XP_014049803.1,0
XP_014049806.1,0
XP_014049807.1,0
XP_014049809.1,0
XP_014049810.1,0
XP_014049811.1,0
XP_014049812.1,0
XP_014049814.1,0
XP_014049817.1,0
XP_014049819.1,0
XP_014049820.1,0
XP_014049821.1,0
XP_014049822.1,0
XP_014049823.1,0
XP_014049825.1,0
XP_014049826.1,0
XP_014049827.1,0
XP_014049828.1,0
XP_014049829.1,0
XP_014049830.1,0
XP_014049831.1,0
XP_014049832.1,0
XP_014049835.1,0
XP_014049836.1,0
XP_014049837.1,0
XP_014049839.1,0
XP_014049841.1,0
XP_014049842.1,0
XP_014049843.1,0
XP_014049844.1,0
XP_014049846.1,0
XP_014049847.1,0
XP_014049849.1,0
XP_014049850.1,0
XP_014049852.1,0
XP_014049853.1,0
XP_014049854.1,0
XP_014049855.1,0
XP_014049856.1,0
XP_014049857.1,0
XP_014049858.1,0
XP_014049859.1,0
XP_014049862.1,0
XP_014049864.1,0
XP_014049865.1,0
XP_014049866.1,0
XP_014049869.1,0
XP_014049870.1,0
XP_014049871.1,0
XP_014049872.1,0
XP_014049873.1,0
XP_014049876.1,0
XP_014049877.1,0
XP_014049879.1,0
XP_014049880.1,0
XP_014049882.1,0
XP_014049884.1,0
XP_014049885.1,0
